,Unnamed: 0,타입,검색어,영상,제목,업로더,조회수,업로드,구독자,유저,내용,좋아요,시각,commentMonth,commentYear,views,likes
9813,0,3,metaverse violent,/watch?v=BgCK98KudK0,The Metaverse is a Soulless platform,/c/MentalOutlaw,563K views,1 month ago,0,"
              Kodeb8
            ",Seeing the metaverse fail so horribly gives me hope for the future.,"
    10K
  ",1 month ago,1,0,563000,10000
17699,0,3,metaverse violent,/watch?v=R-lUABgtX5I,This Metaverse “Influencer” is Creepy and Weird,/c/JarvisJohnsonGOLD,1.2M views,1 month ago,0,"
              some random transmasc
            ","I think the worst part is that they make it seem like she's the first virtual idol to exist, but her design is boring. Miku's design is simple but recognisable and she can morph into different Miku's for different producers and still be recognizable. 

Polar just looks like a bad e-girl lol","
    9.9K
  ",1 month ago,1,0,1200000,9900
14723,1,3,metaverse violent,/watch?v=Ibm3WhfLk08,Metaverse VR: Demo Experience,/c/surrealentertainment,4.1M views,10 months ago,0,"
              schmoyoho
            ","honestly, this makes the metaverse seem much more appealing, 10/10","
    9.6K
  ",10 months ago (edited),1,0,4099999,9600
17723,24,3,metaverse violent,/watch?v=R-lUABgtX5I,This Metaverse “Influencer” is Creepy and Weird,/c/JarvisJohnsonGOLD,1.2M views,1 month ago,0,"
              womp womp
            ","this whole thing just feels WAY too manufactured. part of what makes hatsune miku so appealing is the fact that, since she’s an instrument anyone can use, she’s never had a set personality or appearance. they’re trying way too hard to make polar seem like a relatable human celebrity while trying to keep those vocaloid inspirations, which just doesn’t work, especially combined with how they’re seemingly not gonna acknowledge how similar she is to more popular vocaloids","
    9.2K
  ",1 month ago (edited),1,0,1200000,9200
14735,13,3,metaverse violent,/watch?v=Ibm3WhfLk08,Metaverse VR: Demo Experience,/c/surrealentertainment,4.1M views,10 months ago,0,"
              TayZonday
            ",I’m glad Facebook is making itself safer for humanity.,"
    8.8K
  ",10 months ago,1,0,4099999,8800
11936,0,3,metaverse violent,/watch?v=LmninOS3FsI,the CREEPY virtual reality cult ruining children’s lives,/c/bozeybozington,351K views,2 weeks ago,0,"
              Brandon FM
            ",Thanks you so much for reacting and helping spread my content!,"
    8.7K
  ",2 weeks ago,0,0,351000,8700
14722,0,3,metaverse violent,/watch?v=Ibm3WhfLk08,Metaverse VR: Demo Experience,/c/surrealentertainment,4.1M views,10 months ago,0,"
              surreal entertainment
            ","Before you watch:

- Watch in full screen
- Zoom out fully (it starts slightly zoomed in)
- Watch in 4k. If you don't, the quality will be a bit shitty because at any given moment you're just watching a section of the 4k video because it's just a 4k video mapped onto a sphere basically
- Use a stereo/surround speaker system, sounds should be fixed in 3d space when you rotate/look around which sounds epic

Hope you enjoy :)","
    8.7K
  ",10 months ago,1,0,4099999,8700
4028,35,3,metaverse violent,/watch?v=mufeRQYgqZc,I Spent 100 Days in the Metaverse,/c/trahan,30M views,7 months ago,0,"
              H of The Stage
            ","Dude, this was incredible. You're way of storytelling, the editing, Klay, the ending... Really an amazing video!","
    7.5K
  ",7 months ago,7,0,30000000,7500
17801,102,3,metaverse violent,/watch?v=R-lUABgtX5I,This Metaverse “Influencer” is Creepy and Weird,/c/JarvisJohnsonGOLD,1.2M views,1 month ago,0,"
              strawberry bliss
            ",HATSUNE MIKU DID IT BETTER,"
    7K
  ",1 month ago,1,0,1200000,7000
17753,54,3,metaverse violent,/watch?v=R-lUABgtX5I,This Metaverse “Influencer” is Creepy and Weird,/c/JarvisJohnsonGOLD,1.2M views,1 month ago,0,"
              yoyokai
            ","""pushing the boundaries of merging digital and real world spaces.""
no, what they're pushing is their fucking luck.","
    6.8K
  ",1 month ago,1,0,1200000,6800
9814,1,3,metaverse violent,/watch?v=BgCK98KudK0,The Metaverse is a Soulless platform,/c/MentalOutlaw,563K views,1 month ago,0,"
              Mark Summers
            ",Irony bonus:  How can a company so completely obsessed with collecting data from its users be so clueless about what they actually want?,"
    6.8K
  ",1 month ago,1,0,563000,6800
17701,2,3,metaverse violent,/watch?v=R-lUABgtX5I,This Metaverse “Influencer” is Creepy and Weird,/c/JarvisJohnsonGOLD,1.2M views,1 month ago,0,"
              Tsubaki VA
            ","The worst part is her voice provider has a gorgeous voice, she has so much more potential than voicing a Hatsune Miku ripoff.  Hopefully (if she hasn't already) she gets her own career.","
    6.7K
  ",1 month ago,1,0,1200000,6700
7059,6,3,metaverse violent,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              arip mk
            ",The world has literally started feeling like a sci-fi movie.,"
    6.1K
  ",10 months ago,1,0,4600000,6100
17735,36,3,metaverse violent,/watch?v=R-lUABgtX5I,This Metaverse “Influencer” is Creepy and Weird,/c/JarvisJohnsonGOLD,1.2M views,1 month ago,0,"
              MilkiTea
            ","Remember, Hatsune Miku/Vocaloid wasn't trying to be anything more than vocal demo software. It's the people that made her what she is. You can't manufacture that kind of support. If we ignore it, it will go away.","
    5.9K
  ",1 month ago,1,0,1200000,5900
17747,48,3,metaverse violent,/watch?v=R-lUABgtX5I,This Metaverse “Influencer” is Creepy and Weird,/c/JarvisJohnsonGOLD,1.2M views,1 month ago,0,"
              Asmaa Belefqih
            ","If she's voiced by a real human, then doesn't that make her like a v-tuber insted of a hatsune miku clone","
    5.8K
  ",1 month ago,1,0,1200000,5800
7112,59,3,metaverse violent,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Daniel Cai
            ",I don't want to be trapped in Facebookland. I just want to hang out with my friends in the real world and chill.,"
    5.6K
  ",10 months ago,1,0,4600000,5600
3993,0,3,metaverse violent,/watch?v=mufeRQYgqZc,I Spent 100 Days in the Metaverse,/c/trahan,30M views,7 months ago,0,"
              Link
            ","Ok, Ryan and Klay's friendship is actually super wholesome","
    5.6K
  ",7 months ago,7,0,30000000,5600
7100,47,3,metaverse violent,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              A girl has no name
            ",I’ll never understand this obsession of finding a new world for humans to escape to instead of just collectively working to fix the one we already have.,"
    5.4K
  ",9 months ago,9,0,4600000,5400
7106,53,3,metaverse violent,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              smith
            ",Ever since 2020 the world has felt like a movie or one long black mirror episode,"
    5.1K
  ",10 months ago,1,0,4600000,5100
159,6,3,metaverse violent,/watch?v=_coWu3jYHUk,Gravitas: Woman gang-raped in Facebook's metaverse,/c/WION,1.1M views,8 months ago,0,"
              sachin kesarkar
            ",It's time we switch from virtual to real and start living real life.,"
    5.1K
  ",8 months ago,8,0,1100000,5100
4689,696,3,metaverse violent,/watch?v=mufeRQYgqZc,I Spent 100 Days in the Metaverse,/c/trahan,30M views,7 months ago,0,"
              Dabo Life
            ","I like how Ryan comes with the best and interesting idea, thumbs up.","
    5.1K
  ",7 months ago,7,0,30000000,5100
17795,96,3,metaverse violent,/watch?v=R-lUABgtX5I,This Metaverse “Influencer” is Creepy and Weird,/c/JarvisJohnsonGOLD,1.2M views,1 month ago,0,"
              Amberee
            ","as not just a hatsune miku fan but a vocaloid fan as well, seeing polar’s design offends me in every way tbh","
    4.7K
  ",1 month ago (edited),1,0,1200000,4700
7088,35,3,metaverse violent,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Master
            ","1990: dont sit too close to the TV its bad for your eyes
2021:","
    4.6K
  ",10 months ago,1,0,4600000,4600
17729,30,3,metaverse violent,/watch?v=R-lUABgtX5I,This Metaverse “Influencer” is Creepy and Weird,/c/JarvisJohnsonGOLD,1.2M views,1 month ago,0,"
              Thaily Garibay
            ","They had the audacity to market her as an artist for Gen Z, as if we wouldn’t be able to sniff out an industry plant from a mile away 
Jokes aside though, I don’t even think comparing Polar to Miku is fair because Miku was built on the mutual work of a community that’s been around for years! Polar is just somebody’s Xbox avatar, sorry not sorry-","
    4.6K
  ",1 month ago,1,0,1200000,4600
7077,24,3,metaverse violent,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Jareth Gawain
            ","I don't fear VR being the future. However , companies like Facebook/Meta owning it all? That's pretty scary. Way to make a potentially amazing technology completely soulless and invasive.","
    4.5K
  ",9 months ago,9,0,4600000,4500
189,36,3,metaverse violent,/watch?v=_coWu3jYHUk,Gravitas: Woman gang-raped in Facebook's metaverse,/c/WION,1.1M views,8 months ago,0,"
              Krzysztof Kliś
            ",This story is a valuable lesson about human nature. Even in modern society people are capable of doing horrible things as soon as they learn their actions would go unpunished.,"
    4.5K
  ",8 months ago (edited),8,0,1100000,4500
4945,952,3,metaverse violent,/watch?v=mufeRQYgqZc,I Spent 100 Days in the Metaverse,/c/trahan,30M views,7 months ago,0,"
              Sam Dubs
            ",This video couldn’t have come out on a better time. I have a presentation on Neural Networks in my MBA course and I’m gonna use this for context. Thanks!,"
    4.5K
  ",7 months ago,7,0,30000000,4500
4022,29,3,metaverse violent,/watch?v=mufeRQYgqZc,I Spent 100 Days in the Metaverse,/c/trahan,30M views,7 months ago,0,"
              Soulful Flow
            ","I can't imagine the JOY Ryan must have felt after hearing Klay's  ""What's up buddy"" at their reunion. So wholesome!","
    4.3K
  ",7 months ago,7,0,30000000,4300
9825,12,3,metaverse violent,/watch?v=BgCK98KudK0,The Metaverse is a Soulless platform,/c/MentalOutlaw,563K views,1 month ago,0,"
              Lizard King
            ","Yay a facebook multiverse where everything is G-rated, logged, tracked, monetised, censored, banned, data-mined, exploited, EULA'd and microtransactioned. Sign me up.","
    4.3K
  ",1 month ago,1,0,563000,4300
17837,138,3,metaverse violent,/watch?v=R-lUABgtX5I,This Metaverse “Influencer” is Creepy and Weird,/c/JarvisJohnsonGOLD,1.2M views,1 month ago,0,"
              One Lovely Lil Idiot
            ","Here to pick at her design bc art design: 
- Overall there’s no personality communicated in her design beyond an attempt to be ‘relatable’ by being trendy. This has the adverse effect of making her feel flat like a badly written young adult fiction protagonist as she has nothing personal about her. She will also become dated as trends change. 
- She doesn’t express. Like at all. You don’t need a character’s mouth to show emotions (look at Gromit) so the mask is no real excuse for that. This just makes her feel more like a robot than a person. 
- Either they need to make her hair less neon or darken her skin tone a tad because everything around her head is too bright. I can’t look at it comfortably. 
- She has no unique silhouette which makes her design seem generic and forgettable. I hate to reference the corporate mouse but you know the shape of Mickey’s head from a glance. She has no stylisations to proportions or anything to add to her silhouette that would make her feel less like a default model they slapped neon hair on. Just adding some lil hair buns or a hair piece would have helped with that. 
Everything about her feels more like a 3d model barbie they dress up than an actual personality, which is what they seem to be marketing her as. Overall it aint it chief. 
If you wanna see some decent designs of fictional musicians go look at Gorillaz","
    4.3K
  ",1 month ago (edited),1,0,1200000,4300
4465,472,3,metaverse violent,/watch?v=mufeRQYgqZc,I Spent 100 Days in the Metaverse,/c/trahan,30M views,7 months ago,0,"
              Kings Must Rise
            ",You're a master story teller bruv.,"
    4.2K
  ",7 months ago,7,0,30000000,4200
9837,24,3,metaverse violent,/watch?v=BgCK98KudK0,The Metaverse is a Soulless platform,/c/MentalOutlaw,563K views,1 month ago,0,"
              Flying Rat
            ",You’d think with all these “smart” people working at Facebook they’d be smart enough not to steal an idea from an office sketch,"
    4.1K
  ",1 month ago,1,0,563000,4100
17702,3,3,metaverse violent,/watch?v=R-lUABgtX5I,This Metaverse “Influencer” is Creepy and Weird,/c/JarvisJohnsonGOLD,1.2M views,1 month ago,0,"
              Goose
            ",She has that “click this add and play this suspicious porn game” aura,"
    4K
  ",1 month ago,1,0,1200000,4000
17707,8,3,metaverse violent,/watch?v=R-lUABgtX5I,This Metaverse “Influencer” is Creepy and Weird,/c/JarvisJohnsonGOLD,1.2M views,1 month ago,0,"
              DreamyFlower
            ","It's funny how her first single is called ""close to you"" which is LITERALLY the name of a very well known vocaloid song lmfao","
    3.9K
  ",1 month ago,1,0,1200000,3900
9819,6,3,metaverse violent,/watch?v=BgCK98KudK0,The Metaverse is a Soulless platform,/c/MentalOutlaw,563K views,1 month ago,0,"
              cd
            ","The Metaverse consists of 10 year old technology that normies see as ""new"".","
    3.9K
  ",1 month ago,1,0,563000,3900
4004,11,3,metaverse violent,/watch?v=mufeRQYgqZc,I Spent 100 Days in the Metaverse,/c/trahan,30M views,7 months ago,0,"
              That_one guy
            ",Klay’s voice is so comforting and friendly what a great guy!,"
    3.8K
  ",7 months ago,7,0,30000000,3800
4147,154,3,metaverse violent,/watch?v=mufeRQYgqZc,I Spent 100 Days in the Metaverse,/c/trahan,30M views,7 months ago,0,"
              Xavier
            ","That was honestly the most amazing thing I have watched in a while, no joke. I felt like I was actually watching a documentary about a tale of two friends enjoying their time in a non existent world. That was amazing.","
    3.8K
  ",7 months ago,7,0,30000000,3800
7118,65,3,metaverse violent,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Bambi
            ",It’s fascinating how easily people are getting sucked into this Digital Dark age of horror.,"
    3.7K
  ",10 months ago,1,0,4600000,3700
17765,66,3,metaverse violent,/watch?v=R-lUABgtX5I,This Metaverse “Influencer” is Creepy and Weird,/c/JarvisJohnsonGOLD,1.2M views,1 month ago,0,"
              empty soul
            ",They had the opportunity to make this character look like literally anything and they chose to make her look like a fucking stickbug and dress her in Breshka clothing. It is ridiculous.,"
    3.7K
  ",1 month ago,1,0,1200000,3700
4046,53,3,metaverse violent,/watch?v=mufeRQYgqZc,I Spent 100 Days in the Metaverse,/c/trahan,30M views,7 months ago,0,"
              Howard Productions
            ","Klay was a straight up hero,I’d be lucky to have him as a friend","
    3.7K
  ",4 months ago,4,0,30000000,3700
5990,1997,3,metaverse violent,/watch?v=mufeRQYgqZc,I Spent 100 Days in the Metaverse,/c/trahan,30M views,7 months ago,0,"
              SAUAND OFF GJ 20
            ",Any thoughts about Metafront Token? I myself think it's the best thing since sliced bread.,"
    3.6K
  ",6 months ago,6,0,30000000,3600
7054,1,3,metaverse violent,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              FEnCSERX
            ",I’m really proud of most of humanity for taking one look at this and immediately saying “How about no”,"
    3.6K
  ",8 months ago (edited),8,0,4600000,3600
7182,129,3,metaverse violent,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              ziksarthi
            ",this is so depressing no matter how good it sounds,"
    3.5K
  ",10 months ago,1,0,4600000,3500
4087,94,3,metaverse violent,/watch?v=mufeRQYgqZc,I Spent 100 Days in the Metaverse,/c/trahan,30M views,7 months ago,0,"
              SewDew
            ","I won't lie, this video felt like an actual movie. 10/10 storytelling","
    3.4K
  ",5 months ago,5,0,30000000,3400
7165,112,3,metaverse violent,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Divanesh Aravin
            ","How lifeless can this be!  I don't want to be living in a virtual world when I have a real one,  I really appreciate the real world more than ever now period!!!!!","
    3.3K
  ",9 months ago (edited),9,0,4600000,3300
7206,153,3,metaverse violent,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Blong Thao
            ","50 years from now kids will look back at this video and say "" why are these people wearing a headset. Why can't they just plug the wire into their skull."" Lol","
    3.2K
  ",10 months ago,1,0,4600000,3200
17891,192,3,metaverse violent,/watch?v=R-lUABgtX5I,This Metaverse “Influencer” is Creepy and Weird,/c/JarvisJohnsonGOLD,1.2M views,1 month ago,0,"
              Doc Acher
            ","In terms of her design... it's like, who's the target audience? 
Presumably younger teens. But Polar is basically built to appeal to the Male Gaze at the most basic level. Like, she doesn't have anything about her beyond that. 

So it's creepy and a bit predatory to pretend that ""this is a sentient creature... and she 'choose' to make herself as much of a sexual object as possible. That's what's cool, good and desirable: she's an influencer, after all! You want to be like her, right teens?""

So yeah, just more pressure on teens to (if they're female) mould themselves to fit this objectifying style, or, if they're male, they're being pressured into accepting ""this is what you like. This is how women are""... regardless of what that young man thinks or feels.

Also, it's lazy, because no thought has gone into her design beyond ""sex and steal Miku's hair"".

So yeah, it's a shitty design that taps into people's id and targets teen insecurity, whilst also being a copyright violation.","
    3.2K
  ",1 month ago,1,0,1200000,3200
7094,41,3,metaverse violent,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              C. MARTIN
            ",VR was a huge dream of mine as a child but now its just scary,"
    3.1K
  ",10 months ago,1,0,4600000,3100
4129,136,3,metaverse violent,/watch?v=mufeRQYgqZc,I Spent 100 Days in the Metaverse,/c/trahan,30M views,7 months ago,0,"
              Earth2Razjah
            ",THE FACT THEY MET UP AT THE END HAS ME IN LITERALLY TEARS…,"
    3.1K
  ",6 months ago,6,0,30000000,3100
4186,193,3,metaverse violent,/watch?v=mufeRQYgqZc,I Spent 100 Days in the Metaverse,/c/trahan,30M views,7 months ago,0,"
              Strxwberii - kow
            ","Klay and Ryan are the most wholesome and cutest friends I’ve seen.   Edit : Thank you for 3k likes 
: D!","
    3K
  ",5 months ago (edited),5,0,30000000,3000
17879,180,3,metaverse violent,/watch?v=R-lUABgtX5I,This Metaverse “Influencer” is Creepy and Weird,/c/JarvisJohnsonGOLD,1.2M views,1 month ago,0,"
              Flash
            ","Facebook Meta is advertising Polar as a sentient AI, but every song she sings sounds like a real human person is voice acting her, not a robot. They should've made all her songs come from a voice bank, like Vocaloid, rather than voice act each individual song if they want to advertise her as an AI and not a person.","
    3K
  ",1 month ago,1,0,1200000,3000
17437,0,3,metaverse violent,/watch?v=LUo10K6R3fE,Why Metaverse Will Actually Suck,/c/TheInfographicsShowOFFICIAL,436K views,7 months ago,0,"
              GuyHereWithAnUnoriginalName
            ",The metaverse MUST be open source. Allowing one company to control it is the worst idea possible.,"
    3K
  ",7 months ago,7,0,436000,3000
4337,344,3,metaverse violent,/watch?v=mufeRQYgqZc,I Spent 100 Days in the Metaverse,/c/trahan,30M views,7 months ago,0,"
              Paddy Galloway
            ",That was a masterclass in how to end a video,"
    3K
  ",7 months ago,7,0,30000000,3000
4318,325,3,metaverse violent,/watch?v=mufeRQYgqZc,I Spent 100 Days in the Metaverse,/c/trahan,30M views,7 months ago,0,"
              Tyler Funk
            ",So many emotions throughout the video but wow ended so wholesomely,"
    3K
  ",7 months ago,7,0,30000000,3000
4075,82,3,metaverse violent,/watch?v=mufeRQYgqZc,I Spent 100 Days in the Metaverse,/c/trahan,30M views,7 months ago,0,"
              There Is No Spoon
            ",Klay is like the best side kick ever. It’s like he’s reading a script. So awesome.,"
    2.9K
  ",7 months ago,7,0,30000000,2900
9815,2,3,metaverse violent,/watch?v=BgCK98KudK0,The Metaverse is a Soulless platform,/c/MentalOutlaw,563K views,1 month ago,0,"
              Torgny Bjers
            ","My friend ran a very lucrative Second Life business: fully articulated male organs. She made real money off of this. This was back in 2007 or so, I think. Just looking over her shoulder I toured some insane locations within Second Life ranging from luxury villas with sex dungeons hidden in their wine cellars to some seedy, and shady, locations where some deals were made. All she really did was code, and design, the male organ in six different stages of engorgement, and people just threw money at her. It filled a niche that Zuck will never even understand.","
    2.9K
  ",1 month ago,1,0,563000,2900
14768,46,3,metaverse violent,/watch?v=Ibm3WhfLk08,Metaverse VR: Demo Experience,/c/surrealentertainment,4.1M views,10 months ago,0,"
               ShortHax
            ",I’m pleasantly surprised I didn’t get jumpscared by a wall full of ads,"
    2.9K
  ",10 months ago,1,0,4099999,2900
4105,112,3,metaverse violent,/watch?v=mufeRQYgqZc,I Spent 100 Days in the Metaverse,/c/trahan,30M views,7 months ago,0,"
              Greed
            ","That ending genuinely made me tear up a little, you gotta warn us before doing something this wholesome","
    2.8K
  ",7 months ago,7,0,30000000,2800
7171,118,3,metaverse violent,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Ccaprice85
            ","It is comforting seeing so many people against this, but i cant help but feel this is inevitably gonna be the future, mainly the younger generations are gonna fall for this.","
    2.8K
  ",8 months ago,8,0,4600000,2800
4058,65,3,metaverse violent,/watch?v=mufeRQYgqZc,I Spent 100 Days in the Metaverse,/c/trahan,30M views,7 months ago,0,"
              milky_melon
            ","That irl meeting almost had me in tears. What a genuine, wholesome friendship.","
    2.8K
  ",7 months ago,7,0,30000000,2800
17712,13,3,metaverse violent,/watch?v=R-lUABgtX5I,This Metaverse “Influencer” is Creepy and Weird,/c/JarvisJohnsonGOLD,1.2M views,1 month ago,0,"
              Lesberfly
            ","I think whoever’s voicing her is talented at singing, and should stop voicing Polar because she could honestly be popular with good lyrics by herself","
    2.8K
  ",1 month ago,1,0,1200000,2800
153,0,3,metaverse violent,/watch?v=_coWu3jYHUk,Gravitas: Woman gang-raped in Facebook's metaverse,/c/WION,1.1M views,8 months ago,0,"
              Trentsum
            ","As someone who's been murdered and t bagged many times, this hit close to home. Virtual rape is no laughing matter.","
    2.8K
  ",8 months ago,8,0,1100000,2800
17819,120,3,metaverse violent,/watch?v=R-lUABgtX5I,This Metaverse “Influencer” is Creepy and Weird,/c/JarvisJohnsonGOLD,1.2M views,1 month ago,0,"
              Skye Potter
            ","They wrote the lyrics so painfully wordy, while also decimating the rhythm. Usually it is one or the other, but they are truly pushing the envelope on what is considered music with this one","
    2.8K
  ",1 month ago,1,0,1200000,2800
7153,100,3,metaverse violent,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Mana Howe
            ",The fact that even gamers at heart are scared of this is saying something...,"
    2.8K
  ",9 months ago,9,0,4600000,2800
7065,12,3,metaverse violent,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Eden O’Reilly
            ",Just the thought of the metaverse makes me appreciate real life,"
    2.8K
  ",9 months ago,9,0,4600000,2800
17777,78,3,metaverse violent,/watch?v=R-lUABgtX5I,This Metaverse “Influencer” is Creepy and Weird,/c/JarvisJohnsonGOLD,1.2M views,1 month ago,0,"
              AbbyPenguin333
            ","she's literally just a v-tuber minus the part where v-tubers can go live and interact in real-time with their audience, which is what makes them cool. so she's just an animation project at this point","
    2.7K
  ",1 month ago,1,0,1200000,2700
4992,999,3,metaverse violent,/watch?v=mufeRQYgqZc,I Spent 100 Days in the Metaverse,/c/trahan,30M views,7 months ago,0,"
              MR SAKIB YT 999
            ",I believe Metafront  will change Metaverse. forever.,"
    2.7K
  ",6 months ago,6,0,30000000,2700
7176,123,3,metaverse violent,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Vince Sza
            ",I’m so glad I was raised before any of this social garbage took off. The best times of my life were outdoors in the real world.,"
    2.7K
  ",8 months ago,8,0,4600000,2700
4383,390,3,metaverse violent,/watch?v=mufeRQYgqZc,I Spent 100 Days in the Metaverse,/c/trahan,30M views,7 months ago,0,"
              Ayundaru
            ",Klay is a LEGEND,"
    2.6K
  ",7 months ago,7,0,30000000,2600
7212,159,3,metaverse violent,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Elio Cloud
            ",I believe we should be far more concerned with solving real-world problems than with creating a new virtual world that will lead to the emergence of new problems that are far more dangerous than we can imagine,"
    2.6K
  ",8 months ago,8,0,4600000,2600
