,Unnamed: 0,타입,검색어,영상,제목,업로더,조회수,업로드,구독자,유저,내용,좋아요,시각,commentMonth,commentYear,views,likes
1,1,4,online copyright infringement,/watch?v=0JA4cK3NGXk,Etsy Copyright Infringement. Is Your Shop Breaking the Law?,/channel/UClnnOOjW0PUvRSShjyHQa4Q,23K views,3 years ago,0,"
              Kurapika Kurta
            ","I had a few earrings that i made from different shows, and i claimed that they were inspired and i never claimed it as my own work. Etsy took down a ton of my items. But i see hundreds of sellers getting away with it","
    27
  ",1 year ago,12,1,23000,27
1258,211,4,online copyright infringement,/watch?v=68fRTF_fd0A,Can I Use That Picture in My Design? How to Legally Use Copyrighted Images Online,/c/VismeApp,201K views,3 years ago,0,"
              Jedi Venom Snake
            ","Do people use copyrighted images?






Yes, all of the time

Like if you agree","
    26
  ",2 years ago,24,2,201000,26
436,21,4,online copyright infringement,/watch?v=hoVD6oa-8EM,"How to File Copyrights Online - PA, SR & Multiple Works for One Fee",/user/MrGroovePhonic,86K views,7 years ago,0,"
              C.T STRAYER
            ","By Far the Best and most complete tutorial on how to copyright your songs. Brilliant, all the other videos pail in comparison, Thank you!","
    25
  ",5 years ago,60,5,86000,25
1255,208,4,online copyright infringement,/watch?v=68fRTF_fd0A,Can I Use That Picture in My Design? How to Legally Use Copyrighted Images Online,/c/VismeApp,201K views,3 years ago,0,"
              . Denisejohn65 - Nail Ed
            ",What about using one of the Simpson characters in the video as a pip dancing around ?,"
    25
  ",3 years ago,36,3,201000,25
780,10,4,online copyright infringement,/watch?v=g0ao-l4zw0k,HOW YOU GOT CAUGHT TORRENTING!,/c/SteveVondran,23K views,3 years ago,0,"
              Eric Tema
            ","Iove how I have torrented thousands of dollars in DAWs, Plugins, editing software, and games. Not a single letter. I torrent Kung fu Panda so I can edit a YTP, I get a letter","
    24
  ",1 year ago,12,1,23000,24
344,1,4,online copyright infringement,/watch?v=zqmwyA-xaGY,AUSTIN BROWN Tears In Heaven | Vocal Coach Reacts (& Analysis) | Jennifer Glatzhofer,/c/JenniferGlatzhofer,4.6K views,9 hours ago,0,"
              Linda Odell
            ","Austin covers this song perfectly, and your reaction/analysis is second to none! Love your work Jen.️ Here is a gold sticker for you!️","
    24
  ",9 hours ago,0,0,4600,24
1166,119,4,online copyright infringement,/watch?v=68fRTF_fd0A,Can I Use That Picture in My Design? How to Legally Use Copyrighted Images Online,/c/VismeApp,201K views,3 years ago,0,"
              Simora Davis
            ","I need some help, I’m thinking about starting a graphic tee shirt business but I don’t want to get sued for the images I use...","
    23
  ",2 years ago,24,2,201000,23
1063,16,4,online copyright infringement,/watch?v=68fRTF_fd0A,Can I Use That Picture in My Design? How to Legally Use Copyrighted Images Online,/c/VismeApp,201K views,3 years ago,0,"
              Alannah Xuereb
            ","Could I be penalized for taking elements from several sources to use in a singular graphic design, in the style of a photomontage, and editing/modifying/warping them to the extent where they are almost completely unrecognizable? Also, how can one check for photo rights as they are not always stated? Thanks!","
    22
  ",2 years ago,24,2,201000,22
7,7,4,online copyright infringement,/watch?v=0JA4cK3NGXk,Etsy Copyright Infringement. Is Your Shop Breaking the Law?,/channel/UClnnOOjW0PUvRSShjyHQa4Q,23K views,3 years ago,0,"
              DS Be it G
            ","Consumers should band together and sue the hell out of big corporations putting craft supplies out there that are meant to manifest into something different than a rolled up spool or bolt. That's greed at its finest I guess but nonetheless, the power is ALWAYS in the hands of consumers.","
    22
  ",2 years ago,24,2,23000,22
689,11,4,online copyright infringement,/watch?v=0JE0vtGPw_A,ALERT Use These 5 Disclaimers To Guaranty Video Will Not Be Taken Down For Copyright Infringement,/c/YouTuberLaw,82K views,4 years ago,0,"
              Seven Proxies
            ","Suggestion for next video: ""Principles to follow to ensure that copyrighted material you use fall under fair use"" :D","
    22
  ",4 years ago,48,4,82000,22
279,44,4,online copyright infringement,/watch?v=XzzkSZ0Jrko,"Understanding Copyright, Public Domain, and Fair Use",/c/GcflearnfreeOrgplus,414K views,4 years ago,0,"
              Angel
            ","I wanna put a picture of idols on my credit card and the picture doesn’t have a copy right logo on it, do I still have to ask the people for the right of the photo to be used?","
    22
  ",3 years ago,36,3,414000,22
29,29,4,online copyright infringement,/watch?v=0JA4cK3NGXk,Etsy Copyright Infringement. Is Your Shop Breaking the Law?,/channel/UClnnOOjW0PUvRSShjyHQa4Q,23K views,3 years ago,0,"
              Ellona
            ","Someone just wrote me a letter if I could take down my listing cause the design/art style is ""similar to hers"" and she thought I copied it from her that it might affect her sales. -_- .....","
    20
  ",2 years ago,24,2,23000,20
331,96,4,online copyright infringement,/watch?v=XzzkSZ0Jrko,"Understanding Copyright, Public Domain, and Fair Use",/c/GcflearnfreeOrgplus,414K views,4 years ago,0,"
              Marionforge
            ",How about fanart.,"
    20
  ",4 years ago,48,4,414000,20
1412,78,4,online copyright infringement,/watch?v=GInW2kqCGdE,Copyright Infringement for Clothing Designs EXPLAINED,/c/ApparelSuccess,81K views,5 years ago,0,"
              Mau5ex
            ","Great vid man.
Question tho. What if i use an inage from google, strip all the color (black&grey), edit it and add to it?","
    20
  ",3 years ago,36,3,81000,20
686,8,4,online copyright infringement,/watch?v=0JE0vtGPw_A,ALERT Use These 5 Disclaimers To Guaranty Video Will Not Be Taken Down For Copyright Infringement,/c/YouTuberLaw,82K views,4 years ago,0,"
              Alan Joseph Productions
            ","I've must have learned something watching your channel for last couple months because when I saw your title and intro, I was like WTF is he talking about!  .. the old click bait and switch, nice job!  Your channel subs have exploded, that is really great! The content is consistently informative and useful, occasionally entertaining .. are you doing your own production work or have some help? (just curious)","
    19
  ",4 years ago,48,4,82000,19
878,32,4,online copyright infringement,/watch?v=o4NG7bx0I6k,Selling your art online? Let's talk copyright infringement,/c/EllenBrennemanStudio,25K views,4 years ago,0,"
              jason blevins
            ","YOU ARE ONE SWEET GAL,  anyone watching your vids benefits greatly.
i'm an artist but i don't sell online. Right now watching vids to learn about issues that you
touch on. Thankyou  Ellen","
    18
  ",3 years ago,36,3,25000,18
679,1,4,online copyright infringement,/watch?v=0JE0vtGPw_A,ALERT Use These 5 Disclaimers To Guaranty Video Will Not Be Taken Down For Copyright Infringement,/c/YouTuberLaw,82K views,4 years ago,0,"
              Jono793
            ","My favourite disclaimer ever:

Back in the early 2000s I came across a (totally unauthorized) Dragonball Z mod for Original Half-Life.

When entering the mod's website, it redirected to a landing page. That landing page had a statement, something like ""Warning! Representatives or agents of Funimation, Cartoon Network or [various entities with the broadcasting rights to Dragonball Z] ARE NOT AUTHORIZED to access this website!""

The idea,I guess, being that if they can't see the copyright infringement falling in the woods it didn't happen

What do you think Lior? Possible counter-claim under the Computer Fraud and Abuse Act?","
    17
  ",4 years ago,48,4,82000,17
1336,2,4,online copyright infringement,/watch?v=GInW2kqCGdE,Copyright Infringement for Clothing Designs EXPLAINED,/c/ApparelSuccess,81K views,5 years ago,0,"
              Devon DiMarco
            ","Very happy you covered this topic, helpful for clothing brands and other non-clothing related businesses as well. ","
    17
  ",5 years ago,60,5,81000,17
56,56,4,online copyright infringement,/watch?v=0JA4cK3NGXk,Etsy Copyright Infringement. Is Your Shop Breaking the Law?,/channel/UClnnOOjW0PUvRSShjyHQa4Q,23K views,3 years ago,0,"
              Hannah Tran
            ",Can I take a picture of a coconut and make a sticker out of it to sell or would that be a copy of soemthing on google lol cuz all coconuts r the same,"
    17
  ",2 years ago,24,2,23000,17
1453,119,4,online copyright infringement,/watch?v=GInW2kqCGdE,Copyright Infringement for Clothing Designs EXPLAINED,/c/ApparelSuccess,81K views,5 years ago,0,"
              Simply Luke
            ",If I wanted to put a YouTuber's/ Celebrity's face on a t-shirt would that be okay?,"
    16
  ",4 years ago,48,4,81000,16
343,0,4,online copyright infringement,/watch?v=zqmwyA-xaGY,AUSTIN BROWN Tears In Heaven | Vocal Coach Reacts (& Analysis) | Jennifer Glatzhofer,/c/JenniferGlatzhofer,4.6K views,9 hours ago,0,"
              Angie Holland
            ","Soulful, blusey, warm…breathtaking. Well, that was an emotional start to Monday morning. Austin did a beautiful job on this song written from grief over such a tragic loss. His choices emphasized the depth of emotion in the lyrics. 
Thank you for sharing this performance today as well as your insights.","
    16
  ",8 hours ago,0,0,4600,16
851,5,4,online copyright infringement,/watch?v=o4NG7bx0I6k,Selling your art online? Let's talk copyright infringement,/c/EllenBrennemanStudio,25K views,4 years ago,0,"
              ZFever
            ","Etsy and Ebay have protective departments for intellectual property, and they take it seriously. You may not get the money, but they will ban the users.","
    15
  ",2 years ago,24,2,25000,15
1318,11,4,online copyright infringement,/watch?v=tQbJLvli9AY,Copyright for Musicians: Copyright Basics | Part 1/6 | Q&A | Music Business | E. Michael Harrington,/c/berkleemusic,243K views,5 years ago,0,"
              Taiwo Bamisile
            ",Thank God for These videos!!,"
    15
  ",4 years ago,48,4,243000,15
1126,79,4,online copyright infringement,/watch?v=68fRTF_fd0A,Can I Use That Picture in My Design? How to Legally Use Copyrighted Images Online,/c/VismeApp,201K views,3 years ago,0,"
              Syeles
            ",what if the creator lied that his images are noncopyrighted but it is copyrighted?,"
    15
  ",2 years ago,24,2,201000,15
141,34,4,online copyright infringement,/watch?v=0i-I_NxJSgU,"How Copyright Works: Fair Use, Parody, and Copyright Infringement | Berklee Online",/c/berkleemusic,30K views,4 years ago,0,"
              Eyesic Gutierrez
            ","Can you say ""hello Clarice""","
    14
  ",2 years ago,24,2,30000,14
1401,67,4,online copyright infringement,/watch?v=GInW2kqCGdE,Copyright Infringement for Clothing Designs EXPLAINED,/c/ApparelSuccess,81K views,5 years ago,0,"
              Christine Jackson
            ",Does this include fan art? For example what’s going on Etsy?,"
    14
  ",2 years ago,24,2,81000,14
1413,79,4,online copyright infringement,/watch?v=GInW2kqCGdE,Copyright Infringement for Clothing Designs EXPLAINED,/c/ApparelSuccess,81K views,5 years ago,0,"
              jamiahokoye
            ","I want to sell my own t-shirts online. I am aware due to copyright infringement I can't use photos or album covers of celebrities.However, if i custom draw modified images such as caricature or water colours of artists or album covers such as Prince or Michael Jackson, would that be okay to sell?","
    14
  ",4 years ago,48,4,81000,14
59,59,4,online copyright infringement,/watch?v=0JA4cK3NGXk,Etsy Copyright Infringement. Is Your Shop Breaking the Law?,/channel/UClnnOOjW0PUvRSShjyHQa4Q,23K views,3 years ago,0,"
              Sahiba Sheikh
            ",Its next to impossible to sell your art.. every image is copyrighted or has a risk of being one.. where should we draw from? Its pandemic time.. we cant step out of our homes to click pictures.. like im soo pissed .. everything is copyright infringement.. like you cannot draw anatomy from your brain.. everyone’s inspired in some or the other way.. leaves me hopeless! Guess i’ve to stop drawing.. ik some of you will argue w me.. but its ok,"
    13
  ",1 year ago (edited),12,1,23000,13
1448,114,4,online copyright infringement,/watch?v=GInW2kqCGdE,Copyright Infringement for Clothing Designs EXPLAINED,/c/ApparelSuccess,81K views,5 years ago,0,"
              Shay Odom
            ","What about Anime. What if I edited a picture of an anime character, by let’s say adding like a tint or hearts or other things in the photo. Would I be copyrighted for that","
    13
  ",1 year ago,12,1,81000,13
1191,144,4,online copyright infringement,/watch?v=68fRTF_fd0A,Can I Use That Picture in My Design? How to Legally Use Copyrighted Images Online,/c/VismeApp,201K views,3 years ago,0,"
              zdimension01
            ","How to check if the image is copyrighted? Do u have any link, so that we can check the authenticity of it? And thanks for the valuable information.
God bless you ","
    12
  ",2 years ago,24,2,201000,12
1411,77,4,online copyright infringement,/watch?v=GInW2kqCGdE,Copyright Infringement for Clothing Designs EXPLAINED,/c/ApparelSuccess,81K views,5 years ago,0,"
              Joe Afu
            ",Well I see a lot of urban hip hop clothing lines use famous ppl on their shirts all the time ,"
    12
  ",4 years ago,48,4,81000,12
346,3,4,online copyright infringement,/watch?v=zqmwyA-xaGY,AUSTIN BROWN Tears In Heaven | Vocal Coach Reacts (& Analysis) | Jennifer Glatzhofer,/c/JenniferGlatzhofer,4.6K views,9 hours ago,0,"
              Jon
            ","We all love your facial expressions when you like something he does, it's so genuine! Your reactions are top notch.","
    12
  ",9 hours ago,0,0,4600,12
1461,127,4,online copyright infringement,/watch?v=GInW2kqCGdE,Copyright Infringement for Clothing Designs EXPLAINED,/c/ApparelSuccess,81K views,5 years ago,0,"
              Kas
            ",Can i use someone else's design and put my own logo on it?,"
    12
  ",2 years ago,24,2,81000,12
1315,8,4,online copyright infringement,/watch?v=tQbJLvli9AY,Copyright for Musicians: Copyright Basics | Part 1/6 | Q&A | Music Business | E. Michael Harrington,/c/berkleemusic,243K views,5 years ago,0,"
              Ayo 1Chance
            ",Ty for this video I'm an indie artist and have been ripping my hair out about this stuff,"
    11
  ",2 years ago,24,2,243000,11
1058,11,4,online copyright infringement,/watch?v=68fRTF_fd0A,Can I Use That Picture in My Design? How to Legally Use Copyrighted Images Online,/c/VismeApp,201K views,3 years ago,0,"
              Milica Mancic
            ",Mike is an excellent presenter,"
    11
  ",3 years ago,36,3,201000,11
752,74,4,online copyright infringement,/watch?v=0JE0vtGPw_A,ALERT Use These 5 Disclaimers To Guaranty Video Will Not Be Taken Down For Copyright Infringement,/c/YouTuberLaw,82K views,4 years ago,0,"
              A Honey Monster
            ",Guarantee not guaranty.,"
    11
  ",4 years ago,48,4,82000,11
1068,21,4,online copyright infringement,/watch?v=68fRTF_fd0A,Can I Use That Picture in My Design? How to Legally Use Copyrighted Images Online,/c/VismeApp,201K views,3 years ago,0,"
              Luís GM
            ","Nice video! However, it tells us it's almost impossible to use or create a design and being assured. It is practically impossible to create an image from scratch without hitting someone else's idea :) I was thinking about hiring a  designer online (freelancer), but how can I be sure the licensed images they claim to use are, in fact, licensed?","
    11
  ",2 years ago,24,2,201000,11
790,20,4,online copyright infringement,/watch?v=g0ao-l4zw0k,HOW YOU GOT CAUGHT TORRENTING!,/c/SteveVondran,23K views,3 years ago,0,"
              Yoel Quevedo
            ","yea i got caught because of the seeding was left on accidently
why does no one ever mention that great video","
    11
  ",1 year ago,12,1,23000,11
415,0,4,online copyright infringement,/watch?v=hoVD6oa-8EM,"How to File Copyrights Online - PA, SR & Multiple Works for One Fee",/user/MrGroovePhonic,86K views,7 years ago,0,"
              MrGroovePhonic
            ",Hey Everyone - please join my Facebook group at https://www.facebook.com/groups/1247250525292463/ - I'll answer all questions in the group - MrGroovePhonic,"
    11
  ",4 years ago,48,4,86000,11
1338,4,4,online copyright infringement,/watch?v=GInW2kqCGdE,Copyright Infringement for Clothing Designs EXPLAINED,/c/ApparelSuccess,81K views,5 years ago,0,"
              Kiosu Nightstep
            ","This is all well and good, but every t-shirt marketplace is like 70% copyright infringement material.  Does anyone ever actually get in trouble?  Or do the designs just get taken down?","
    11
  ",4 years ago,48,4,81000,11
14,14,4,online copyright infringement,/watch?v=0JA4cK3NGXk,Etsy Copyright Infringement. Is Your Shop Breaking the Law?,/channel/UClnnOOjW0PUvRSShjyHQa4Q,23K views,3 years ago,0,"
              Ladybjj
            ",I wouldn’t do it. You could get caught as get sued. There is tons of Etsy shop owners that got into trouble,"
    10
  ",1 year ago,12,1,23000,10
1050,3,4,online copyright infringement,/watch?v=68fRTF_fd0A,Can I Use That Picture in My Design? How to Legally Use Copyrighted Images Online,/c/VismeApp,201K views,3 years ago,0,"
              Deborah Olliff
            ","This is an excellent video. I recently had an organization use one of my paintings in a background for a video without my knowledge, permission, or attribution. I intend to send them a link to this video, because they are clearly uninformed about copyright laws! Thank you!","
    10
  ",1 year ago,12,1,201000,10
350,7,4,online copyright infringement,/watch?v=zqmwyA-xaGY,AUSTIN BROWN Tears In Heaven | Vocal Coach Reacts (& Analysis) | Jennifer Glatzhofer,/c/JenniferGlatzhofer,4.6K views,9 hours ago,0,"
              Joy VanDerVeer
            ",If you had been able to listen to this without tearing up and getting chills I would have wondered about you. He just has this way of connecting with the words and the meaning of the words that gives a new meaning to them...almost as if he has felt them himself. WOW!!!!,"
    10
  ",9 hours ago,0,0,4600,10
1340,6,4,online copyright infringement,/watch?v=GInW2kqCGdE,Copyright Infringement for Clothing Designs EXPLAINED,/c/ApparelSuccess,81K views,5 years ago,0,"
              This journey called life
            ",Thank you so much for this because it seems really complicated to create a brand because there are so many rules and regulations,"
    10
  ",2 years ago,24,2,81000,10
347,4,4,online copyright infringement,/watch?v=zqmwyA-xaGY,AUSTIN BROWN Tears In Heaven | Vocal Coach Reacts (& Analysis) | Jennifer Glatzhofer,/c/JenniferGlatzhofer,4.6K views,9 hours ago,0,"
              Harold Trammel
            ",I felt those lyrics.  Austin hit me in the emotions. He communicated what Eric was feeling.,"
    10
  ",8 hours ago,0,0,4600,10
782,12,4,online copyright infringement,/watch?v=g0ao-l4zw0k,HOW YOU GOT CAUGHT TORRENTING!,/c/SteveVondran,23K views,3 years ago,0,"
              john j
            ","Steve, 
Question : Let's say I try to download something and then deleted the file right away. Is it still a possible chance of getting detected for infringement?","
    10
  ",2 years ago,24,2,23000,10
351,8,4,online copyright infringement,/watch?v=zqmwyA-xaGY,AUSTIN BROWN Tears In Heaven | Vocal Coach Reacts (& Analysis) | Jennifer Glatzhofer,/c/JenniferGlatzhofer,4.6K views,9 hours ago,0,"
              Benny Boman
            ","I always tear up when I hear this song. One of the best songs ever made. The reasson to why it is written makes it even better. 
We played it on my sons funeral. Long time ago now.....
Austin is doing a very good version of the song. He puts his own tuch to it. Really good.
I like how you explain tekniks and preformance. Great job. You have a follower here.","
    9
  ",9 hours ago,0,0,4600,9
821,51,4,online copyright infringement,/watch?v=g0ao-l4zw0k,HOW YOU GOT CAUGHT TORRENTING!,/c/SteveVondran,23K views,3 years ago,0,"
              aqdo
            ",Just got a warning from the mail. Do I have to uninstall the apps/items that I torrented? Or no?,"
    9
  ",2 years ago,24,2,23000,9
421,6,4,online copyright infringement,/watch?v=hoVD6oa-8EM,"How to File Copyrights Online - PA, SR & Multiple Works for One Fee",/user/MrGroovePhonic,86K views,7 years ago,0,"
              Jesse Evans
            ","Great, informative video. Thanks! You've pointed out that if you have some songs in your collection that have multiple authors, they need to submitted as a separate filing. What if all the songs in the collection share the same contributors, where one wrote all the lyrics and the other wrote all the music (like Elton John/Bernie Taupin)?","
    9
  ",4 years ago,48,4,86000,9
793,23,4,online copyright infringement,/watch?v=g0ao-l4zw0k,HOW YOU GOT CAUGHT TORRENTING!,/c/SteveVondran,23K views,3 years ago,0,"
              Celifrog
            ",You're making me want to torrent the Felix the Cat  cartoons from the 1920's because they're public domain.,"
    9
  ",1 year ago,12,1,23000,9
1337,3,4,online copyright infringement,/watch?v=GInW2kqCGdE,Copyright Infringement for Clothing Designs EXPLAINED,/c/ApparelSuccess,81K views,5 years ago,0,"
              VikingsFan2022
            ",I like the idea of having this as a place to grow with people similar.,"
    9
  ",1 year ago,12,1,81000,9
179,25,4,online copyright infringement,/watch?v=3IGeTQaU09k,Copyright Infringement | Google Publisher Policies,/c/AdSense,34K views,3 years ago,0,"
              John Amran
            ",First remove all copyright content sites from your search engine. If copyright sites will comes in search results then peoples dont stop this works. Thanks adsense,"
    9
  ",3 years ago,36,3,34000,9
850,4,4,online copyright infringement,/watch?v=o4NG7bx0I6k,Selling your art online? Let's talk copyright infringement,/c/EllenBrennemanStudio,25K views,4 years ago,0,"
              T Nicholas
            ","It’s stinks to feel powerless, it very scary that you don’t know what happens with artwork once you put it out there . Thanks Ellen for you information ","
    9
  ",4 years ago,48,4,25000,9
356,13,4,online copyright infringement,/watch?v=zqmwyA-xaGY,AUSTIN BROWN Tears In Heaven | Vocal Coach Reacts (& Analysis) | Jennifer Glatzhofer,/c/JenniferGlatzhofer,4.6K views,9 hours ago,0,"
              Nancy Holter
            ","Austin really does use his body in his singing. I don't know how much was influenced by his musical theater training and how much is just innate, but it always adds to the story he is giving. Watch ""I'm not supposed to Love you Anymore"" and see how his entire body portrays hurt and exhaustion. He does it unconsciously, watch the live rehearsal or the Sweet& Low live this weekend, he can't NOT use his hands. And it is more than just the usual a capella 'directing' that they all do from time to time, especially Tim.","
    9
  ",8 hours ago,0,0,4600,9
