,Unnamed: 0,타입,검색어,영상,제목,업로더,조회수,업로드,구독자,유저,내용,좋아요,시각,commentMonth,commentYear,views,likes
22133,288,3,metaverse privacy issue,/watch?v=bolyiGMcjBs,Why You Should Be Worried About Facebook's Metaverse | System Error,/c/VICENews,5.8M views,10 months ago,0,"
              Albert Kim
            ",People don't realize we're already living in something far worse than what most movies depict.,"
    560
  ",9 months ago (edited),9,0,5800000,560
27155,295,3,metaverse privacy issue,/watch?v=kVOTPAxrrP4,MIT Has Predicted that Society Will Collapse in 2040 | Economics Explained,/c/EconomicsExplained,10M views,10 months ago,0,"
              Joe Hobo
            ","The original question asked thousands of years ago was, ""What do we need to ensure our survival?"" 
The answer is the same as it always was, ""a suitable world that can support life."" 
Everything else is gravy.","
    555
  ",4 months ago,4,0,10000000,555
27095,235,3,metaverse privacy issue,/watch?v=kVOTPAxrrP4,MIT Has Predicted that Society Will Collapse in 2040 | Economics Explained,/c/EconomicsExplained,10M views,10 months ago,0,"
              Aphrodyte
            ","Resources are not entirely known due to some being "" hidden"" from calculation. I had a friend who worked in the oil fields in Texas in the 1970's almost all of those wells that struck oil were capped and not used. HE said their companies policy was based on the federal long game  ""use theirs first"" at the expense of us paying more. The oil crisis was entirely a political game that was made at the expense of us.","
    552
  ",10 months ago,1,0,10000000,552
31775,10,3,metaverse privacy issue,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Mike Koenig
            ","I couldn't think of a better way to control the masses peacefully, never in a million years.","
    546
  ",8 months ago,8,0,4600000,546
31960,195,3,metaverse privacy issue,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              lobbyrobby
            ",I feel sad for the people who would want something like this. We already have our faces buried in our phones the way it is.,"
    544
  ",9 months ago,9,0,4600000,544
29397,234,3,metaverse privacy issue,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.2M views,10 months ago,0,"
              Rochit Choudhary
            ","Just remember one thing ""technology is a TOOL not a substitute of LIVING""","
    544
  ",10 months ago,1,0,4200000,544
29811,648,3,metaverse privacy issue,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.2M views,10 months ago,0,"
              shivraaj kampani
            ",Ready Player One come to life. That legendary book aged well. Too well,"
    540
  ",10 months ago,1,0,4200000,540
29166,3,3,metaverse privacy issue,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.2M views,10 months ago,0,"
              tvr.ftbl_
            ",I feel like I’m gonna see the MetaVerse on one of your “Biggest Tech Fails” videos a few years in the future ,"
    536
  ",5 months ago,5,0,4200000,536
27173,313,3,metaverse privacy issue,/watch?v=kVOTPAxrrP4,MIT Has Predicted that Society Will Collapse in 2040 | Economics Explained,/c/EconomicsExplained,10M views,10 months ago,0,"
              Larry Fulmer
            ",I seriously doubt our economy and society will last another 18  years at the rate at which we have de-evolved as a society.,"
    534
  ",8 months ago,8,0,10000000,534
32233,468,3,metaverse privacy issue,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Scale812
            ","VR Chat already exists, and its a very sad sight having a friend and seeing them play that game all day everyday.","
    534
  ",10 months ago,1,0,4600000,534
29631,468,3,metaverse privacy issue,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.2M views,10 months ago,0,"
              Felizian
            ","""The metaverse Mark Zuckerberg looks more human than the real one""

-Winston Churchill","
    532
  ",10 months ago,1,0,4200000,532
29259,96,3,metaverse privacy issue,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.2M views,10 months ago,0,"
              Mason
            ","I think this is a prime example of ""just because you can doesn't mean you should"".","
    531
  ",9 months ago,9,0,4200000,531
28275,1415,3,metaverse privacy issue,/watch?v=kVOTPAxrrP4,MIT Has Predicted that Society Will Collapse in 2040 | Economics Explained,/c/EconomicsExplained,10M views,10 months ago,0,"
              Bryan Hawn
            ",COOL! So lets elect more 80 year olds that could give two sh*ts what happens at that time!,"
    529
  ",10 months ago,1,0,10000000,529
24386,132,3,metaverse privacy issue,/watch?v=jUfCr3hz9FE,Microsoft Just KILLED Zuck's Metaverse,/c/JohnCooganPlus,7.5M views,8 months ago,0,"
              Michael Harvey
            ","I’m not interested in the metaverse for work or gaming, but I’d imagine Microsoft is best placed for it.","
    525
  ",7 months ago,7,0,7500000,525
29703,540,3,metaverse privacy issue,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.2M views,10 months ago,0,"
              Mati H.
            ","This just seems like a breeding ground for toxicity. Second Life has already been a decent beta test of this sort of concept and how bad it can get. I would also be concerned, combining your points on how easily this could become an echo-chamber and how one could attempt to experience history first hand, that this would allow content creators to curate history to whatever narrative they chose. That could lead to large numbers of people believing a convincing historical lie over historical facts because of the illusion of experiencing it in real time. All of this seems like dangerous territory for sure.","
    525
  ",9 months ago,9,0,4200000,525
29271,108,3,metaverse privacy issue,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.2M views,10 months ago,0,"
              crowleyshouseplants
            ","My dad said Wall-E was the most realistic movie Disney ever made, and I’ve only believed him more and more.","
    521
  ",10 months ago,1,0,4200000,521
29415,252,3,metaverse privacy issue,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.2M views,10 months ago,0,"
              PhantomKitty
            ","Im totally against this “metaverse” because I 100% believe that society will be completely ruined and fragmented, we would be stuck with this obsession of having a virtual world and we will be less focused on ourselves in the real world.","
    520
  ",10 months ago,1,0,4200000,520
24380,126,3,metaverse privacy issue,/watch?v=jUfCr3hz9FE,Microsoft Just KILLED Zuck's Metaverse,/c/JohnCooganPlus,7.5M views,8 months ago,0,"
              Shayan Nahrvar
            ","I'm baffled by his point following ""Isn't the metaverse just a video games?"" Which is followed up with literally everything that already exists in current games: immersive environments, virtual economies, customizable avatars... what's the new part??!","
    518
  ",7 months ago (edited),7,0,7500000,518
27125,265,3,metaverse privacy issue,/watch?v=kVOTPAxrrP4,MIT Has Predicted that Society Will Collapse in 2040 | Economics Explained,/c/EconomicsExplained,10M views,10 months ago,0,"
              I have to wait 90 days to change my name #OwlSweep
            ","If Society does collapse, remember to press “V” because it activates your VATS","
    514
  ",10 months ago,1,0,10000000,514
32613,848,3,metaverse privacy issue,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Ex Tra
            ",There’s literally no reason this has to be the future. Like at all lol,"
    512
  ",10 months ago,1,0,4600000,512
29337,174,3,metaverse privacy issue,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.2M views,10 months ago,0,"
              SuperTayyab
            ","this may very well result in an increased suicidal rate and depression. providing users with such unreal levels of immersion is a double edged sword. charming, sure but imagine returning to your real life. imagine looking at your surroundings or in the mirror after taking that headset off - 

a coping mechanism for the insecure, making them feel much more miserable than what they actually are","
    511
  ",10 months ago,1,0,4200000,511
32305,540,3,metaverse privacy issue,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Hoaxburn
            ","As the world moves towards the metaverse, im going to proclaim myself lord of the real world.","
    511
  ",10 months ago,1,0,4600000,511
31999,234,3,metaverse privacy issue,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Your FBI Agent
            ",the fact that this is slowly becoming a Ready Player One plot makes it interesting and yet terrifying to what consequences this has to face,"
    508
  ",9 months ago,9,0,4600000,508
24374,120,3,metaverse privacy issue,/watch?v=jUfCr3hz9FE,Microsoft Just KILLED Zuck's Metaverse,/c/JohnCooganPlus,7.5M views,8 months ago,0,"
              Cezarul
            ",Basically it's a race for who can make hell better and faster. Metaverse represents a disconnection from reality. Perception is manipulated beyond belief.,"
    508
  ",8 months ago,8,0,7500000,508
29547,384,3,metaverse privacy issue,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.2M views,10 months ago,0,"
              Biz Barrett
            ","I love the advancements in technology - however for me it is about fitting these experiences into our reality, not fitting our reality into these experiences.","
    508
  ",9 months ago,9,0,4200000,508
31987,222,3,metaverse privacy issue,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Sebastián Monsalvo
            ","I feel like while most of us agree that this is scary and lifeless, what if our children think this is cool and would like to spend days and days in the metaverse :​(","
    503
  ",8 months ago,8,0,4600000,503
22181,336,3,metaverse privacy issue,/watch?v=bolyiGMcjBs,Why You Should Be Worried About Facebook's Metaverse | System Error,/c/VICENews,5.8M views,10 months ago,0,"
              TheMetalfreak360
            ",Dystopian books and cyberpunk books starts to become more and more like a fact at this point. Kinda scary.,"
    497
  ",10 months ago,1,0,5800000,497
22217,372,3,metaverse privacy issue,/watch?v=bolyiGMcjBs,Why You Should Be Worried About Facebook's Metaverse | System Error,/c/VICENews,5.8M views,10 months ago,0,"
              Shtonee
            ","There's no way to stop humans from destroying the world around themselves.

It's like asking kids not to be curious.","
    495
  ",10 months ago,1,0,5800000,495
29409,246,3,metaverse privacy issue,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.2M views,10 months ago,0,"
              Matthew Smith
            ",I can't imagine what a game-breaking glitch would be like,"
    492
  ",10 months ago,1,0,4200000,492
29277,114,3,metaverse privacy issue,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.2M views,10 months ago,0,"
              Filip Bonce
            ",This stupid metaverse's success depends on us actually. I hope we'll all have enough brain to say no to this.,"
    492
  ",10 months ago,1,0,4200000,492
29607,444,3,metaverse privacy issue,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.2M views,10 months ago,0,"
              Karthikkumar Rajarathinam
            ","Metaverse is a whole new realtime ""Black Mirror"" series for us","
    491
  ",10 months ago,1,0,4200000,491
32191,426,3,metaverse privacy issue,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Bob Van Boekel
            ","Don’t worry guys, you watching this video and reading the comments is already practically the Metaverse. It’s just gonna get a lot, more real…","
    490
  ",10 months ago,1,0,4600000,490
32041,276,3,metaverse privacy issue,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Realbotboy
            ","I like VR a lot but the whole metaverse thing is nuts. I believe VR could replace normal games in the future, but that’s it. I don’t want to live in the meta verse lol.","
    474
  ",8 months ago,8,0,4600000,474
30518,1355,3,metaverse privacy issue,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.2M views,10 months ago,0,"
              Ray Mak
            ",I got ricked for a few seconds there... Metaverse is great for some things but really crazy for some. I prefer real-life,"
    472
  ",10 months ago,1,0,4200000,472
22067,222,3,metaverse privacy issue,/watch?v=bolyiGMcjBs,Why You Should Be Worried About Facebook's Metaverse | System Error,/c/VICENews,5.8M views,10 months ago,0,"
              digimon916
            ","So proud that people are getting off social media bc at one time seemed like it was really going to be it. Honestly, i still use it but i dont have an IG etc and finally got a smart phone in 2016. Its proof that anything ""new"" isnt going to be the ""next"" thing unless we feed into it, and thats why companies spend a lot of money trying to convince us that it IS the ""next thing"".","
    472
  ",9 months ago (edited),9,0,5800000,472
30039,876,3,metaverse privacy issue,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.2M views,10 months ago,0,"
              mich
            ","Arun: ""We just need a good internet connection and a seat""
Me: Lagging like heck on the floor of my living room","
    472
  ",10 months ago,1,0,4200000,472
31770,5,3,metaverse privacy issue,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Al Salvador
            ",There’s something very alienating with watching somebody wearing a VR headset  aimlessly waving their hands around. I Guess my parents thought the same with my head always staring down at a screen. I genuinely fear for younger generations.,"
    472
  ",7 months ago (edited),7,0,4600000,472
31773,8,3,metaverse privacy issue,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Tony V
            ",if im 80 and everyone is in the metaverse 16 hours a day i'll know how my grandparents felt about today's world.,"
    470
  ",8 months ago,8,0,4600000,470
30002,839,3,metaverse privacy issue,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.2M views,10 months ago,0,"
              moonlight
            ",The Metaverse is literally just the OASIS from Ready Player One.,"
    469
  ",10 months ago,1,0,4200000,469
29307,144,3,metaverse privacy issue,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.2M views,10 months ago,0,"
              vishnupriyan.
            ",The future they are promising is really terrifying.,"
    463
  ",10 months ago,1,0,4200000,463
29331,168,3,metaverse privacy issue,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.2M views,10 months ago,0,"
              Rigby Productions
            ","I enjoy living in the real world, talking to real people, and having real experiences.","
    458
  ",10 months ago,1,0,4200000,458
27149,289,3,metaverse privacy issue,/watch?v=kVOTPAxrrP4,MIT Has Predicted that Society Will Collapse in 2040 | Economics Explained,/c/EconomicsExplained,10M views,10 months ago,0,"
              Francis Xavier
            ","""A lot of technological innovation these days is just major companies finding new and innovative ways for you to waste your time consuming advertiser content."" - this is so true, disappointing, and frightening.","
    457
  ",9 months ago,9,0,10000000,457
32365,600,3,metaverse privacy issue,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              DardanAirlines
            ","Welcome to the Metaverse, a black hole for your time here on Earth; it's so real that time lost in the Metaverse is lost in your real life.","
    455
  ",10 months ago,1,0,4600000,455
32311,546,3,metaverse privacy issue,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Adam Myers
            ","Potential doesn’t matter if it doesn’t go mainstream, and that’s something you can’t force.","
    452
  ",10 months ago,1,0,4600000,452
24296,42,3,metaverse privacy issue,/watch?v=jUfCr3hz9FE,Microsoft Just KILLED Zuck's Metaverse,/c/JohnCooganPlus,7.5M views,8 months ago,0,"
              Flyboy
            ","I wish that I could be excited for all this, but I am not. Having been a computer user for 25 years, I find myself trying to distance from technology more and more these days. Everything relies on being connected to the internet the whole time and having social media, and I honestly hate it. I want more disconnection from technology, not more connection.","
    450
  ",7 months ago,7,0,7500000,450
29481,318,3,metaverse privacy issue,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.2M views,10 months ago,0,"
              Justin Stevens
            ","The Metaverse honestly terrifies me. We don’t know what the long term effects of social media will be, but we are seeing glimpses, and they’re not comforting. How much more intense will those effects be when a social media company pushes us in the direction of an all consuming metaverse?","
    447
  ",8 months ago (edited),8,0,4200000,447
29529,366,3,metaverse privacy issue,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.2M views,10 months ago,0,"
              Rowen Taylor
            ","This is literally the OASIS from Ready Player One, they even have a socially awkward sociopath running the thing.","
    446
  ",10 months ago,1,0,4200000,446
24471,217,3,metaverse privacy issue,/watch?v=jUfCr3hz9FE,Microsoft Just KILLED Zuck's Metaverse,/c/JohnCooganPlus,7.5M views,8 months ago,0,"
              argusfest
            ","So interesting hearing people talk so excitedly about the death of natural and unmediated life. About its replacement by synthetic representations controlled by inhuman corporate entities serving capital. By the way, not being tied to hardware means being tied to someone else's hardware. It means being a renter who can be cut off at anytime. There's also the issue of the destruction involved in mining, production and energy use all this requires but whatever, ain't it cool!?","
    445
  ",7 months ago (edited),7,0,7500000,445
29445,282,3,metaverse privacy issue,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.2M views,10 months ago,0,"
              Paul White
            ","This sounds unlikely to improve the real world or real lives in any way. I hope it fails, and not just because it's coming from a corporate monster.","
    442
  ",9 months ago,9,0,4200000,442
27323,463,3,metaverse privacy issue,/watch?v=kVOTPAxrrP4,MIT Has Predicted that Society Will Collapse in 2040 | Economics Explained,/c/EconomicsExplained,10M views,10 months ago,0,"
              The Smith of Lies
            ","""As soon as humanity's back is against the wall..."" the reactions to COVID and anthropogenic climate change seem to show that even if the innovation is there, the support for it and wide adoption is not guaranteed by a long shot.","
    439
  ",9 months ago,9,0,10000000,439
27131,271,3,metaverse privacy issue,/watch?v=kVOTPAxrrP4,MIT Has Predicted that Society Will Collapse in 2040 | Economics Explained,/c/EconomicsExplained,10M views,10 months ago,0,"
              Dogbertforpresident
            ","The only thing I have trouble discounting is the pace of technological evolution.  If we take a narrow view of technology advancement in terms of decreasing the size of transistors (Moores Law) then I agree with a dooms day scenario.  The problem is multiple avenues are being made to continue the pace of calculation per second measurement which is what give computers their power.  Quantum computing, 3D chips and Artificial Intelligence are being used to create even more powerful computational machines of tomorrow.  I just don't see this slowing down.","
    438
  ",10 months ago,1,0,10000000,438
27017,157,3,metaverse privacy issue,/watch?v=kVOTPAxrrP4,MIT Has Predicted that Society Will Collapse in 2040 | Economics Explained,/c/EconomicsExplained,10M views,10 months ago,0,"
              Jason Middleweek
            ",It is a real shame that frugality and material efficiency is not valued.  The only way that it can be valued in our economic model is if external costs are properly priced in.  Most governments are resistant to doing this lest if affects our consumption driven model.,"
    437
  ",10 months ago,1,0,10000000,437
24450,196,3,metaverse privacy issue,/watch?v=jUfCr3hz9FE,Microsoft Just KILLED Zuck's Metaverse,/c/JohnCooganPlus,7.5M views,8 months ago,0,"
              Sebastian Cordoba
            ","Honestly meetings online through a headset sound like nightmare. I feel like removing in person interactions to this extent will take away so much from what makes us humans. We already had a taste of that through covid, and I firmly believe that fancy graphics paired with a VR headset won't make the lack of (in person) interaction any better. All of this, to me, seems like a terrible fu***ng idea

Edit: typo","
    435
  ",7 months ago (edited),7,0,7500000,435
32125,360,3,metaverse privacy issue,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Marcelle Coletti
            ","If you can't see the danger this presents to humanity, you're already living in a false reality.
Resist resist resist","
    433
  ",10 months ago,1,0,4600000,433
27179,319,3,metaverse privacy issue,/watch?v=kVOTPAxrrP4,MIT Has Predicted that Society Will Collapse in 2040 | Economics Explained,/c/EconomicsExplained,10M views,10 months ago,0,"
              Randall Stephens
            ","CS major here with a fun fact(tm): Moore's Law was not an observation or a prediction, it was an imperative--a production target for the company Moore worked for to double transistor count per unit price every 18 months.","
    433
  ",10 months ago,1,0,10000000,433
34738,0,3,metaverse privacy issue,/watch?v=FVo0RlUv29k,The Metaverse: This Changes Everything,/c/RussellBrand,526K views,5 months ago,0,"
              Russell Brand
            ","Hey! 

Thanks for watching! If you’re in the UK get tickets for my 2022 tour here: http://bit.ly/33_2022","
    432
  ",5 months ago,5,0,526000,432
29170,7,3,metaverse privacy issue,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.2M views,10 months ago,0,"
              butcher
            ",I have never heard of a potentially more addictive drug than changing reality to what you wish it to be.,"
    429
  ",6 months ago (edited),6,0,4200000,429
29355,192,3,metaverse privacy issue,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.2M views,10 months ago,0,"
              Neth Wijayatilaka
            ","""You can avoid reality,but you cannot avoid the consequences of avoiding reality""","
    425
  ",8 months ago,8,0,4200000,425
22121,276,3,metaverse privacy issue,/watch?v=bolyiGMcjBs,Why You Should Be Worried About Facebook's Metaverse | System Error,/c/VICENews,5.8M views,10 months ago,0,"
              G O A T E D
            ",I’m big on gaming & I would be lien if I said I wasn’t worried about the world actually turning into “Ready Player One”. I love technology but the whole Facebook Meta thing is weird.I wanted a Oculus last year but I wasn’t okay with linking my Facebook account to my gaming account just to use it. Like it was weird how that one thing made me not purchase a VR set I’ve waited my whole life to experience. I just don’t trust some of these creators anymore.,"
    424
  ",10 months ago,1,0,5800000,424
27377,517,3,metaverse privacy issue,/watch?v=kVOTPAxrrP4,MIT Has Predicted that Society Will Collapse in 2040 | Economics Explained,/c/EconomicsExplained,10M views,10 months ago,0,"
              CmdrShepardsPie
            ","This is really weird to see just after starting Foundation. The president banishes the professor from MIT to a remote uninhabited, inhospitable island to record all of human history, so that it may build back faster and stronger.","
    419
  ",10 months ago,1,0,10000000,419
36400,17,3,metaverse privacy issue,/watch?v=sWDwh5UxWMs,Sen. Durbin asks for name of Zuckerberg's hotel in privacy question,/c/CBSNews,721K views,4 years ago,4.61M subscribers,"
              Retro Cat
            ",They baited him asking styupid questions. Then this senator caught the lizard.,"
    418
  ",1 year ago,12,1,721000,418
24259,5,3,metaverse privacy issue,/watch?v=jUfCr3hz9FE,Microsoft Just KILLED Zuck's Metaverse,/c/JohnCooganPlus,7.5M views,8 months ago,0,"
              Ryan P
            ",As far as I can tell no one has demonstrated the need for “meta”. Video games allow you to pretend to experience things you couldn’t normally do. What does “meta” add or allow you to do that you couldn’t otherwise? Computers allow home users to complete task and find information easier. How does it improve this or make a similar metric better?,"
    417
  ",4 months ago,4,0,7500000,417
30963,1800,3,metaverse privacy issue,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.2M views,10 months ago,0,"
              Restore Urphone
            ","I'm really happy that we live in the age of modern technology and more and more I think in the future we will lose that home, our earth.","
    416
  ",10 months ago (edited),1,0,4200000,416
29457,294,3,metaverse privacy issue,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.2M views,10 months ago,0,"
              Kibora Kelly
            ",I feel like a conservative old man in my twenties when I hear about the concept of a virtual world,"
    411
  ",10 months ago,1,0,4200000,411
29643,480,3,metaverse privacy issue,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.2M views,10 months ago,0,"
              Ckinggaming5 Bucket Madness
            ","I don’t want the metaverse to be as strong as it’s sounding, I don’t want a replacement for our reality, I want the metaverse to be a hyperrealistic game universe, the way it’s sounding like it’s meant to be sounds like what various video games and movies warned us against, physical reality should always is distinguishable from the digital one","
    410
  ",8 months ago (edited),8,0,4200000,410
32095,330,3,metaverse privacy issue,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Prince Unknown
            ","This just goes to show that we will all be made blind metaphorically, and will not be able to differentiate between the real world and the fantasy world...this will eventually mess up your mind, body and soul in every way.","
    408
  ",10 months ago,1,0,4600000,408
29535,372,3,metaverse privacy issue,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.2M views,10 months ago,0,"
              M300
            ",I really hope this fails miserably… black mirror has shown us what can happen when everybody can live out their fantasies without consequences,"
    406
  ",9 months ago (edited),9,0,4200000,406
29751,588,3,metaverse privacy issue,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.2M views,10 months ago,0,"
              UnwantedMaterial
            ","The ""Humans are evolving, just backwards"" quote by Pewdiepie is slowly becoming true.","
    405
  ",10 months ago,1,0,4200000,405
30353,1190,3,metaverse privacy issue,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.2M views,10 months ago,0,"
              PuzzLEGO
            ","The biggest problem I thought of straight away was that faceb- I mean meta would create the meta verse and then capitalise on it, like there’s gonna be at least some way apart from the headsets that they can milk some money out of it","
    403
  ",10 months ago,1,0,4200000,403
29421,258,3,metaverse privacy issue,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.2M views,10 months ago,0,"
              LordHarbi
            ","I can’t wrap my head around this…


And the idea of us losing touch with reality is frightening to me…","
    402
  ",9 months ago,9,0,4200000,402
29577,414,3,metaverse privacy issue,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.2M views,10 months ago,0,"
              Nanjesh Kumar
            ","Video Summary: Starts exciting, ends terrifying 

Here’s my 2 cents: Life’s already feels so unnatural in many ways and we really can’t afford to mess it up anymore. We shouldn’t forget that we are still a living creature with a mass of cells just like any animal. I think this whole idea of VR will insert a new set of problems to our lives and wellbeing. 

As usual, good job Arun. You never fail to amaze me in your contents.","
    398
  ",10 months ago (edited),1,0,4200000,398
34775,37,3,metaverse privacy issue,/watch?v=FVo0RlUv29k,The Metaverse: This Changes Everything,/c/RussellBrand,526K views,5 months ago,0,"
              Solo MCFC
            ",Russel always has the perfect amount of comedy in these news stories to make them more bearable!,"
    397
  ",5 months ago,5,0,526000,397
24362,108,3,metaverse privacy issue,/watch?v=jUfCr3hz9FE,Microsoft Just KILLED Zuck's Metaverse,/c/JohnCooganPlus,7.5M views,8 months ago,0,"
              *Steel Beam*
            ","I honestly am very happy that Facebook ""Meta"" is failing, and they deserve it. They keep shilling their ""Metaverse"" and haven't done ANYTHING apart from it and a stupid brand name change.","
    397
  ",7 months ago,7,0,7500000,397
29511,348,3,metaverse privacy issue,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.2M views,10 months ago,0,"
              FuZe Sweat
            ",I can't be the only one who just doesn't like the sound of being in a completely virtual world where you don't leave your house,"
    396
  ",10 months ago,1,0,4200000,396
32167,402,3,metaverse privacy issue,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              rishi
            ",Metaverse somehow teach us to live virtually when we can live physically. Sad. And Mark is like the villain in a scifi animated movies,"
    395
  ",10 months ago (edited),1,0,4600000,395
29553,390,3,metaverse privacy issue,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.2M views,10 months ago,0,"
              Scales
            ","As a 3D artist, this is probably good for me but I’m worried about this being a poor replacement for our real lives. Even more concerned we won’t have a real choice in opting to be part of it. I’m glad so many of the comments express similar sentiment, atleast I won’t be alone in resisting I think.","
    393
  ",10 months ago,1,0,4200000,393
29972,809,3,metaverse privacy issue,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.2M views,10 months ago,0,"
              FrostBite
            ","Someone: shows mark Zuckerberg ready player one. Mark: ""Let's make this a reality""","
    390
  ",10 months ago (edited),1,0,4200000,390
22055,210,3,metaverse privacy issue,/watch?v=bolyiGMcjBs,Why You Should Be Worried About Facebook's Metaverse | System Error,/c/VICENews,5.8M views,10 months ago,0,"
              Parker Crumpler
            ","I think if you are a CEO of a major tech company there should be a standard of moral behavior. Like when you become a doctor and take an oath to do no harm. Tech can be more world changing than medicine. Just because you can code, or built an organization, or stole some people's idea doesn't mean you are morally and ethically fit to make technology that changes daily life for most people, and society as a whole. But these tech companies have advanced so quickly, whereas medicine took a couple hundred years.","
    389
  ",10 months ago,1,0,5800000,389
