,Unnamed: 0,타입,검색어,영상,제목,업로더,조회수,업로드,구독자,유저,내용,좋아요,시각,commentMonth,commentYear,views,likes
48790,47,4,metaverse defamation,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              A girl has no name
            ",I’ll never understand this obsession of finding a new world for humans to escape to instead of just collectively working to fix the one we already have.,"
    5.4K
  ",9 months ago,9,0,4600000,5400
48796,53,4,metaverse defamation,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              smith
            ",Ever since 2020 the world has felt like a movie or one long black mirror episode,"
    5.1K
  ",10 months ago,1,0,4600000,5100
45340,30,4,metaverse defamation,/watch?v=bolyiGMcjBs,Why You Should Be Worried About Facebook's Metaverse | System Error,/c/VICENews,5.8M views,10 months ago,0,"
              Domical425
            ","I think the simple solution is to just ignore it. No matter how many uses Meta puts into the Metaverse, no matter how good they make themselves look, no matter how much your friends are doing stuff in the Metaverse everyday. Just don't. Pretend it doesn't exist. Because we all know the moment we dip our toes into it, it'll immediately consume us, just like how social media did.","
    5K
  ",9 months ago (edited),9,0,5800000,5000
45352,42,4,metaverse defamation,/watch?v=bolyiGMcjBs,Why You Should Be Worried About Facebook's Metaverse | System Error,/c/VICENews,5.8M views,10 months ago,0,"
              Hades
            ","No matter what you say about the Metaverse (scary as name as well) you will never, NEVER get the same feeling of climbing a mountain in real life or meeting with friends in a restaurant. Some things technology cannot replicate are real feelings that make us happy.","
    5K
  ",9 months ago,9,0,5800000,5000
45362,52,4,metaverse defamation,/watch?v=bolyiGMcjBs,Why You Should Be Worried About Facebook's Metaverse | System Error,/c/VICENews,5.8M views,10 months ago,0,"
              Nicole Necsefor
            ","my favourite psychology prof once said, ""our adaptability will be our downfall,"" and that has always really stuck with me.","
    4.8K
  ",10 months ago,1,0,5800000,4800
48778,35,4,metaverse defamation,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Master
            ","1990: dont sit too close to the TV its bad for your eyes
2021:","
    4.6K
  ",10 months ago,1,0,4600000,4600
48767,24,4,metaverse defamation,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Jareth Gawain
            ","I don't fear VR being the future. However , companies like Facebook/Meta owning it all? That's pretty scary. Way to make a potentially amazing technology completely soulless and invasive.","
    4.5K
  ",9 months ago,9,0,4600000,4500
45311,1,4,metaverse defamation,/watch?v=bolyiGMcjBs,Why You Should Be Worried About Facebook's Metaverse | System Error,/c/VICENews,5.8M views,10 months ago,0,"
              Mopti Sevare
            ","I was addicted to technologies until I turned 42, then all of a sudden I re-discovered the immense pleasure of reading and taking time to live (drawing, cooking, being outdoors all summer long). I could not care less for any of these soul crushing experiences anymore. Seriously people, live life as it it was still 1999. You can use Google and youtube and all to educate yourself (tons of cool tutorials, documentaries on just about anything you care about) but nothing else....the rest of the time you should be unplugged. Live YOUR life, find out who YOU are, don't watch the lives of others online; nothing good can come from it.","
    4.3K
  ",8 months ago,8,0,5800000,4300
45334,24,4,metaverse defamation,/watch?v=bolyiGMcjBs,Why You Should Be Worried About Facebook's Metaverse | System Error,/c/VICENews,5.8M views,10 months ago,0,"
              Alex Campbell
            ","The fact the youtube no longer shows dislikes is pissing me off immensely. It's really hard for people to determine whether a video is causing contention or not, which is actually important.","
    3.9K
  ",9 months ago,9,0,5800000,3900
48808,65,4,metaverse defamation,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Bambi
            ",It’s fascinating how easily people are getting sucked into this Digital Dark age of horror.,"
    3.7K
  ",10 months ago,1,0,4600000,3700
53658,31,4,metaverse defamation,/watch?v=DpE5cBgl11U,A terrifying prediction for 2030 (the Great Reset),/c/SorelleAmoreFinance,2M views,5 months ago,0,"
              A_butterfly
            ","Well done for bringing awareness on this. Whenever I tell people this, they look at me like I am a mental nutcase. I hope humanity will wake up before it’s too late","
    3.7K
  ",5 months ago,5,0,2000000,3700
48744,1,4,metaverse defamation,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              FEnCSERX
            ",I’m really proud of most of humanity for taking one look at this and immediately saying “How about no”,"
    3.6K
  ",8 months ago (edited),8,0,4600000,3600
48872,129,4,metaverse defamation,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              ziksarthi
            ",this is so depressing no matter how good it sounds,"
    3.5K
  ",10 months ago,1,0,4600000,3500
45368,58,4,metaverse defamation,/watch?v=bolyiGMcjBs,Why You Should Be Worried About Facebook's Metaverse | System Error,/c/VICENews,5.8M views,10 months ago,0,"
              Erin L
            ","It gives me so much hope knowing how many people are against the Metaverse.
*EDIT* Also the technology itself is amazing and there isn't anything wrong with that per say. What concerns me is the person that's in charge of it all and whether or not it will eventually be forced.","
    3.4K
  ",9 months ago (edited),9,0,5800000,3400
48855,112,4,metaverse defamation,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Divanesh Aravin
            ","How lifeless can this be!  I don't want to be living in a virtual world when I have a real one,  I really appreciate the real world more than ever now period!!!!!","
    3.3K
  ",9 months ago (edited),9,0,4600000,3300
48896,153,4,metaverse defamation,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Blong Thao
            ","50 years from now kids will look back at this video and say "" why are these people wearing a headset. Why can't they just plug the wire into their skull."" Lol","
    3.2K
  ",10 months ago,1,0,4600000,3200
48784,41,4,metaverse defamation,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              C. MARTIN
            ",VR was a huge dream of mine as a child but now its just scary,"
    3.1K
  ",10 months ago,1,0,4600000,3100
51283,0,4,metaverse defamation,/watch?v=y-pEgf2m0oA,Into The Metaverse - SOME MORE NEWS,/channel/UCvlj0IzjSnNoduQF0l3VGng,446K views,8 months ago,0,"
              Jessie Gender
            ",Amazing. My only disappointment is that I didn't watch this with the screen literally glued to my face to simulate the future.,"
    3.1K
  ",8 months ago,8,0,446000,3100
53634,7,4,metaverse defamation,/watch?v=DpE5cBgl11U,A terrifying prediction for 2030 (the Great Reset),/c/SorelleAmoreFinance,2M views,5 months ago,0,"
              DMS
            ","The saddest part about all this, is many people will fall right in line with it. They won't fight it, they won't question it. The past two years have shown us this.","
    2.9K
  ",5 months ago,5,0,2000000,2900
48843,100,4,metaverse defamation,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Mana Howe
            ",The fact that even gamers at heart are scared of this is saying something...,"
    2.8K
  ",9 months ago,9,0,4600000,2800
48861,118,4,metaverse defamation,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Ccaprice85
            ","It is comforting seeing so many people against this, but i cant help but feel this is inevitably gonna be the future, mainly the younger generations are gonna fall for this.","
    2.8K
  ",8 months ago,8,0,4600000,2800
48749,6,4,metaverse defamation,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Eden O’Reilly
            ",Just the thought of the metaverse makes me appreciate real life,"
    2.7K
  ",9 months ago,9,0,4600000,2700
48866,123,4,metaverse defamation,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Vince Sza
            ",I’m so glad I was raised before any of this social garbage took off. The best times of my life were outdoors in the real world.,"
    2.7K
  ",8 months ago,8,0,4600000,2700
48902,159,4,metaverse defamation,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Elio Cloud
            ",I believe we should be far more concerned with solving real-world problems than with creating a new virtual world that will lead to the emergence of new problems that are far more dangerous than we can imagine,"
    2.6K
  ",8 months ago,8,0,4600000,2600
48773,30,4,metaverse defamation,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              me am me
            ",no matter how well you put the metaverse its always gonna be creepy and depressing,"
    2.5K
  ",9 months ago,9,0,4600000,2500
45386,76,4,metaverse defamation,/watch?v=bolyiGMcjBs,Why You Should Be Worried About Facebook's Metaverse | System Error,/c/VICENews,5.8M views,10 months ago,0,"
              Clayton Canny
            ",Love how nobody's mentioning how easy it is for middle aged men to groom children over social media and the companies do nothing to stop it.,"
    2.4K
  ",9 months ago,9,0,5800000,2400
49007,264,4,metaverse defamation,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              ibanda ivan
            ","In the end, everyone will end up lonely when the headset comes off!!","
    2.3K
  ",10 months ago,1,0,4600000,2300
56371,1,4,metaverse defamation,/watch?v=suQDl4WQfak,Meta & VR: Crimes Against the Face,/c/OrdinaryThings,918K views,7 months ago,0,"
              KrazyKaiser
            ","""I was human. I am human still"" Very convincing Mark.","
    2.3K
  ",7 months ago,7,0,918000,2300
53694,67,4,metaverse defamation,/watch?v=DpE5cBgl11U,A terrifying prediction for 2030 (the Great Reset),/c/SorelleAmoreFinance,2M views,5 months ago,0,"
              gowillysgo
            ","All you have to know is that- ""Power tends to corrupt, and absolute power corrupts absolutely"". Never blindly trust and always question those who wield power.","
    2.2K
  ",5 months ago,5,0,2000000,2200
45454,144,4,metaverse defamation,/watch?v=bolyiGMcjBs,Why You Should Be Worried About Facebook's Metaverse | System Error,/c/VICENews,5.8M views,10 months ago,0,"
              Rio Bird
            ",It’s funny how everyone is so concerned about the meta but can’t bring themselves to closing their fb account.,"
    2.2K
  ",9 months ago,9,0,5800000,2200
48831,88,4,metaverse defamation,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Al_Alemania
            ",I'm glad that everyone else is also feeling off put with this man,"
    2.2K
  ",10 months ago,1,0,4600000,2200
48890,147,4,metaverse defamation,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              liquid79
            ",I feel sorry for the children of our future.,"
    2.1K
  ",10 months ago,1,0,4600000,2100
48932,189,4,metaverse defamation,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              INVISIGOTH
            ","One time I played VR all day, then I took it off my head and had dinner with someone (in real life) then later I looked at my face and I had huge mask lines imprinted all over my face on my forehead and cheeks and everywhere, i was so embarrassed but the other person didn't say anything","
    2.1K
  ",10 months ago,1,0,4600000,2100
56377,7,4,metaverse defamation,/watch?v=suQDl4WQfak,Meta & VR: Crimes Against the Face,/c/OrdinaryThings,918K views,7 months ago,0,"
              Brian K
            ","Back in the 2000's, I was trying to build a VR system using cardboard and flip phone screens. My Vegas housemates thought I was totally insane, but a few years later, we got Google cardboard and Oculus.
So, my housemates were right about two things, I was insane and that my idea wasn't going to go anywhere","
    2.1K
  ",7 months ago,7,0,918000,2100
53640,13,4,metaverse defamation,/watch?v=DpE5cBgl11U,A terrifying prediction for 2030 (the Great Reset),/c/SorelleAmoreFinance,2M views,5 months ago,0,"
              Marcel Stanford
            ","""The urge to save humanity is almost always a false front for the urge to rule."" - H. L. Mencken","
    2K
  ",5 months ago,5,0,2000000,2000
49585,842,4,metaverse defamation,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              DG
            ","If this is mankind’s future, I don’t want it.","
    2K
  ",10 months ago,1,0,4600000,2000
45418,108,4,metaverse defamation,/watch?v=bolyiGMcjBs,Why You Should Be Worried About Facebook's Metaverse | System Error,/c/VICENews,5.8M views,10 months ago,0,"
              tentimetex
            ","Just so people understand: in the metaverse (which is just a glamorous name for VR), we move our bodies and heads. This data about why, when and how we move and how we react, can then be used by governments in the real world, through surveillance cameras for example, by pairing it with Artificial Intelligence, to predict how we will behave even before we have taken the decision to do something. It is absolutely terrifying.","
    1.9K
  ",9 months ago,9,0,5800000,1900
48826,83,4,metaverse defamation,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Hawaiiancocktail7
            ",I’m glad to see people also think that this metaverse thing is scary not only me,"
    1.9K
  ",9 months ago (edited),9,0,4600000,1900
56395,25,4,metaverse defamation,/watch?v=suQDl4WQfak,Meta & VR: Crimes Against the Face,/c/OrdinaryThings,918K views,7 months ago,0,"
              Ciborium
            ","""Does radio ring a bell?""  This is why I get all my technology advice from David Letterman.  I understand there is a new-fangled gimcrack called a ""television"".  Not sure if it will catch on, but I'll wait until David Letterman advises me to get one.","
    1.8K
  ",7 months ago,7,0,918000,1800
53646,19,4,metaverse defamation,/watch?v=DpE5cBgl11U,A terrifying prediction for 2030 (the Great Reset),/c/SorelleAmoreFinance,2M views,5 months ago,0,"
              Sniff Back Better
            ","I've been following this horrifying agenda since I first found out about it back in 2015. Seeing it gradually being implemented with the complete ignorance of most people, and the actual support of others, is extremely concerning. Thank you for helping to spread the word about what's really happening.","
    1.8K
  ",5 months ago,5,0,2000000,1800
53670,43,4,metaverse defamation,/watch?v=DpE5cBgl11U,A terrifying prediction for 2030 (the Great Reset),/c/SorelleAmoreFinance,2M views,5 months ago,0,"
              Sarah Prosecco
            ",This is so bloody depressing - I've been talking about this to people around me for the past two+ years and still they have their heads in the sand and like frogs slowly boiling. It is literally 1984 coming to fruition.,"
    1.7K
  ",5 months ago,5,0,2000000,1700
51343,60,4,metaverse defamation,/watch?v=y-pEgf2m0oA,Into The Metaverse - SOME MORE NEWS,/channel/UCvlj0IzjSnNoduQF0l3VGng,446K views,8 months ago,0,"
              Jesse Cox
            ",Missed you at Moonfall dude. EVERYONE was there.,"
    1.7K
  ",8 months ago,8,0,446000,1700
45380,70,4,metaverse defamation,/watch?v=bolyiGMcjBs,Why You Should Be Worried About Facebook's Metaverse | System Error,/c/VICENews,5.8M views,10 months ago,0,"
              Marvin Ogega
            ",Instead of creating new spaces I personally feel we should fix what is clearly already broken,"
    1.7K
  ",10 months ago,1,0,5800000,1700
49397,654,4,metaverse defamation,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Steve
            ","This is so sad, ordering fake wine, at a fake comedy club.","
    1.7K
  ",10 months ago,1,0,4600000,1700
45408,98,4,metaverse defamation,/watch?v=bolyiGMcjBs,Why You Should Be Worried About Facebook's Metaverse | System Error,/c/VICENews,5.8M views,10 months ago,0,"
              Shafer Hart
            ","When Amazon released a microphone that records everything you say on your phone I thought no one was stupid enough to put one in their homes and yet they did. I have no doubt they would gladly live in Facebook's ""metaverse"" too if the VR goggles weren't so inconvenient.","
    1.6K
  ",9 months ago,9,0,5800000,1600
56389,19,4,metaverse defamation,/watch?v=suQDl4WQfak,Meta & VR: Crimes Against the Face,/c/OrdinaryThings,918K views,7 months ago,0,"
              Nathan Johnson
            ","Solid work, as usual. VRChat can certainly be intense and niche to the more depraved (define that as you will), but I think it has a stronger grasp on the future of VR than any other game company or tech conglomerate. I'm not saying you should play VRChat, but I beg you, please support its immense level of freedom, creativity, and lack of NFT's that it harbors in contrast to the Metaverse.","
    1.5K
  ",7 months ago,7,0,918000,1500
48820,77,4,metaverse defamation,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Battletroll1LikesMinecraft
            ",This suddenly makes me want to go outside despite me being a introvert.,"
    1.5K
  ",7 months ago,7,0,4600000,1500
49127,384,4,metaverse defamation,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Phantom KE
            ","Parents are complaining kids don't go out much, now they'll never come out.","
    1.4K
  ",10 months ago,1,0,4600000,1400
48849,106,4,metaverse defamation,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Alfredo Fettuccine
            ",It’s relieving to see that the majority of people aren’t falling for this,"
    1.4K
  ",9 months ago,9,0,4600000,1400
56370,0,4,metaverse defamation,/watch?v=suQDl4WQfak,Meta & VR: Crimes Against the Face,/c/OrdinaryThings,918K views,7 months ago,0,"
              Ordinary Things
            ","@31:33 I say ERC, when I should say ERP. Dumb mistake! Anyway, hope you all enjoyed the video! Thanks for watching. Comment below for new video suggestion!","
    1.4K
  ",7 months ago,7,0,918000,1400
45397,87,4,metaverse defamation,/watch?v=bolyiGMcjBs,Why You Should Be Worried About Facebook's Metaverse | System Error,/c/VICENews,5.8M views,10 months ago,0,"
              sebastian Brenninkmeijer C
            ","I was excited for the first 5 seconds when I heard about metaverse (am a gamer after all) but am pretty sure am not the only one to see how society got so badly messed up when social media entered our lifes... fast forward 2021 were going to let this guy make a world where people never have to leave their homes again... our own demise, built by us","
    1.4K
  ",9 months ago,9,0,5800000,1400
45430,120,4,metaverse defamation,/watch?v=bolyiGMcjBs,Why You Should Be Worried About Facebook's Metaverse | System Error,/c/VICENews,5.8M views,10 months ago,0,"
              LaToya Aitcheson
            ",Mark binged watched “Black Mirror” one day and said to himself “What’s the problem?”,"
    1.4K
  ",10 months ago (edited),1,0,5800000,1400
45312,2,4,metaverse defamation,/watch?v=bolyiGMcjBs,Why You Should Be Worried About Facebook's Metaverse | System Error,/c/VICENews,5.8M views,10 months ago,0,"
              Lessons in 30s
            ","1995: “Don’t sit to close to the TV, it’s bad for you.”_x000D_
2022: “Strap this TV to a face shield in front of your eyes for 12 hours a day.”","
    1.4K
  ",8 months ago,8,0,5800000,1400
53652,25,4,metaverse defamation,/watch?v=DpE5cBgl11U,A terrifying prediction for 2030 (the Great Reset),/c/SorelleAmoreFinance,2M views,5 months ago,0,"
              Howard Smith
            ","Could someone explain to me how a future of constant surveillance, total governmental control over everything, no private property, translates to a happy and prosperous society? It sounds like literal hell to me.","
    1.3K
  ",5 months ago,5,0,2000000,1300
48884,141,4,metaverse defamation,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              D Perez
            ","Watching Mark Zuckerberg doing the whole MetaVerse thing felt like watching a horror movie. 
I wanted to close my eye the whole video.","
    1.2K
  ",8 months ago,8,0,4600000,1200
53664,37,4,metaverse defamation,/watch?v=DpE5cBgl11U,A terrifying prediction for 2030 (the Great Reset),/c/SorelleAmoreFinance,2M views,5 months ago,0,"
              johnba291972
            ","I've noticed lately the world has gone really crazy, way more than normal. Anyone else think that maybe they're engineering this in order to make us much more accepting of this ""great reset"" when they do get round to rolling it out in future?","
    1.2K
  ",5 months ago,5,0,2000000,1200
48920,177,4,metaverse defamation,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Lymari Bocanegra
            ","Many people resort to things when they feel lonely. Imagine it being so addicting because the moment you take off your AR glasses or VR headsets, you remember you felt isolated without them, so you put them back on. People will loose their sense of who they are for a fake virtual world.","
    1.2K
  ",8 months ago,8,0,4600000,1200
45317,7,4,metaverse defamation,/watch?v=bolyiGMcjBs,Why You Should Be Worried About Facebook's Metaverse | System Error,/c/VICENews,5.8M views,10 months ago,0,"
              Sicao is dead
            ","Even though it seems that most people here are against the Metaverse, we all know that there are hundreds of millions of people worldwide who will thrive off this new platform. It all revolves around online, virtual clout, and if the Metaverse provides a platform for people to show off what they have in their online world, it will attract many. I truly believe that the world would be a better place without the likes of Facebook, Instagram and Twitter. I believe we're at a time of human existence where we need to REGRESS in some way. I'm an advocate for new technology, but in a world where we're as unhappy as ever, something needs to change. And I'm not saying let's regress to 19th century conditions, just times like the late 90s. A good level of human happiness, with many life changing and saving innovations still coming out.","
    1.2K
  ",8 months ago,8,0,5800000,1200
56372,2,4,metaverse defamation,/watch?v=suQDl4WQfak,Meta & VR: Crimes Against the Face,/c/OrdinaryThings,918K views,7 months ago,0,"
              Frederick Obando
            ","""The Metaverse won't be a digital world that you can escape into, it'll be a digital layer that none of us can escape from"" ... My man, I think you absolutely nailed it with this beautiful sentence. Bravo! And I am afraid you are absolutely spot on with your analysis. Thank you.","
    1.2K
  ",7 months ago,7,0,918000,1200
45424,114,4,metaverse defamation,/watch?v=bolyiGMcjBs,Why You Should Be Worried About Facebook's Metaverse | System Error,/c/VICENews,5.8M views,10 months ago,0,"
              Stiink Bug
            ","Mark is the perfect embodiment of narcissism. He has power over us so long as we lean into passivism, choosing short term comfort over long term satisfaction","
    1.2K
  ",9 months ago,9,0,5800000,1200
45436,126,4,metaverse defamation,/watch?v=bolyiGMcjBs,Why You Should Be Worried About Facebook's Metaverse | System Error,/c/VICENews,5.8M views,10 months ago,0,"
              X averius
            ",When you calmly put the history and actions of some companies into context it's funny how much they looked like a Sci-Fi horror movie.,"
    1.2K
  ",10 months ago,1,0,5800000,1200
48959,216,4,metaverse defamation,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              210debashish
            ","Mark - ""You can do anything you want"" 
Yes it's called reality","
    1.2K
  ",10 months ago,1,0,4600000,1200
48756,13,4,metaverse defamation,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Garden of Dolls
            ","I’m glad to tell you that my daughter who had  played internet games with her friends a whole lot in the past, now wants to read books and play volleyball.  Her dad told her to use the Kindle, and she said she likes to flip through pages of a book instead!! Yay~~there is hope!!","
    1.1K
  ",8 months ago,8,0,4600000,1100
48747,4,4,metaverse defamation,/watch?v=rtLTZUaMSDQ,Trapped in the Metaverse: Here’s What 24 Hours in VR Feels Like | WSJ,/c/wsj,4.6M views,10 months ago,0,"
              Play Pal
            ","It feels like you are actually in the room, but do you know how you can make it even more realistic? 

Actually be in the room","
    1.1K
  ",8 months ago,8,0,4600000,1100
